leader,lagger,delay_sec,coherence
ETH,BTC,1.1472328255712878,0.7883003455057681
ETH,BNB,2.5745232137193734,0.6955301918413928
ETH,SOL,1.7091367193938247,0.6829804805026477
SOL,BTC,0.07793728599625065,0.6822185392390498
BTC,BNB,2.2707715704389915,0.6303328974803201
SOL,BNB,1.3768676952784664,0.6119200226531812
XRP,SOL,3.097194479135518,0.5112333973965139
XRP,ETH,1.3074125169037343,0.5054074700337082
XRP,BTC,1.7659130303361112,0.4810406545297582
XRP,BNB,4.855326550403481,0.46018411721452773
