leader,lagger,delay_sec,coherence
ETH,BTC,47.20123022031918,0.8469966430520441
ETH,BNB,30.475517211102673,0.7952974671026392
BNB,BTC,56.162866361974196,0.7689032083417698
ETH,SOL,33.425121521717074,0.7502658159826212
SOL,BTC,47.14073039339759,0.7414993639297043
SOL,BNB,35.86060557991629,0.712127057738186
BNB,XRP,51.840827240823096,0.694736557989147
XRP,BTC,33.59308308994935,0.6039122860857377
ETH,XRP,108.9315394984402,0.5704194208896096
SOL,XRP,189.54412038434523,0.548484460542519
