leader,lagger,delay_sec,coherence
ETH,BTC,7.152143319335925,0.8092615485659554
ETH,BNB,20.5981058968627,0.7241574110871362
SOL,BTC,1.2858952597963809,0.6938454826317986
ETH,SOL,4.181881659599633,0.6936090869425353
BTC,BNB,18.3897857253094,0.6769562011709133
SOL,BNB,23.6592080041382,0.6320345795467428
ETH,XRP,3.2868706249447452,0.5895380401759873
SOL,XRP,6.5958239447179405,0.5772460942829001
BTC,XRP,6.260550041212104,0.5703244205429989
XRP,BNB,20.23729679482413,0.5407288599156153
