leader,lagger,delay_sec,coherence
ETH,BTC,41.30435719854927,0.7838869701282912
ETH,SOL,56.1626700463951,0.7609288582420274
BTC,SOL,24.06355554816954,0.7355094630336328
SOL,XRP,20.451400950364814,0.661872944403908
ETH,XRP,87.01863667809647,0.6528091261601492
BNB,BTC,9.6997911759209,0.6523271992882437
BTC,XRP,79.20660137236557,0.6266517002936461
BNB,SOL,69.61220131491658,0.6259055053195947
BNB,ETH,25.09769049360041,0.6223996816609129
BNB,XRP,89.02492846741569,0.5531533490475362
