leader,lagger,delay_sec,coherence
ETH,BTC,0.7005750444103231,0.7449190522508377
ETH,SOL,0.02144271342622507,0.6645720014333127
SOL,BTC,0.1434515086615043,0.6641433658143711
BTC,BNB,0.16483329539646235,0.6012615521117828
BTC,XRP,0.8758628714683704,0.585396817689483
ETH,BNB,0.3104011480570634,0.5801482331893427
ETH,XRP,0.6859224178979763,0.5776318165472112
SOL,XRP,1.2980243904735942,0.5657097598244032
BNB,SOL,0.38791942437379107,0.5621600862885954
BNB,XRP,0.841183926151598,0.4866103989970466
