leader,lagger,delay_sec,coherence
BTC,ETH,4.328507646795912,0.7838606647072887
SOL,ETH,4.928154466115299,0.6859223902377191
SOL,BTC,2.4737359452341408,0.63963093472365
ETH,XRP,5.394199830593318,0.5946135011610185
ETH,BNB,8.27944238665221,0.5867632545330558
BTC,XRP,11.297466788549604,0.5825565836451793
BTC,BNB,13.239008618875411,0.5736486754742671
SOL,XRP,8.240624962888871,0.5597770825727002
SOL,BNB,14.878885591296232,0.5555840507560567
XRP,BNB,1.830957554261681,0.47683992714419804
